UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,anomaly,score
4273,L51452,L,302.5,310.8,1577,36.9,158,0,0,0,0,0,0,0,0.15317115230444106
4274,L51453,L,302.6,310.8,1486,36.4,160,0,0,0,0,0,0,0,0.15061583383834937
4275,L51454,L,302.4,310.6,1445,40.3,162,0,0,0,0,0,0,0,0.16025139154096651
4276,M19135,M,302.4,310.5,1500,36.7,164,0,0,0,0,0,0,0,0.16073096382469587
4277,M19136,M,302.2,310.4,1456,47.5,167,0,0,0,0,0,0,0,0.15458498908678991
4278,L51457,L,302.2,310.4,1743,28.1,170,0,0,0,0,0,0,0,0.12720132738669065
4279,L51458,L,302.0,310.1,1409,50.4,172,0,0,0,0,0,0,0,0.14038750065119754
4280,L51459,L,302.0,310.1,1361,45.4,174,1,0,1,0,0,0,0,0.13490620971985218
4281,L51460,L,302.1,310.1,1753,28.9,176,0,0,0,0,0,0,0,0.11945403670253502
4282,L51461,L,302.0,310.0,1832,22.9,178,0,0,0,0,0,0,0,0.07234933859085424
4283,L51462,L,301.9,309.9,1374,48.5,180,1,0,1,0,0,0,0,0.13956925086944355
4284,M19143,M,301.8,309.9,1334,61.0,182,1,0,1,0,0,0,0,0.08083561497443659
4285,L51464,L,301.8,310.0,1493,40.3,185,0,0,0,0,0,0,0,0.1546429203457927
4286,L51465,L,301.7,309.9,1317,49.0,187,1,0,1,0,0,0,0,0.11087632752755877
4287,M19146,M,301.7,309.9,1434,47.9,189,0,0,0,0,0,0,0,0.14345694207933196
4288,M19147,M,301.7,309.9,1457,39.2,192,0,0,0,0,0,0,0,0.14647752501843048
4289,M19148,M,301.7,310.0,1391,50.6,195,0,0,0,0,0,0,0,0.1295131920500035
4290,M19149,M,301.8,310.0,1781,23.9,198,0,0,0,0,0,0,0,0.08158040031689218
4291,L51470,L,301.8,310.0,1642,32.6,201,0,0,0,0,0,0,0,0.1348342145717717
4292,L51471,L,301.8,310.0,2032,19.0,203,0,0,0,0,0,0,0,0.014578126578376205
4294,L51473,L,301.8,310.0,1393,44.9,208,0,0,0,0,0,0,0,0.12493265323788832
4295,M19154,M,301.7,310.1,1743,27.3,210,0,0,0,0,0,0,0,0.09459622887275526
4296,L51475,L,301.8,310.2,1457,40.4,213,0,0,0,0,0,0,0,0.1256138225813751
4298,M19157,M,301.8,310.2,1609,34.2,217,0,0,0,0,0,0,0,0.10364440204408254
4299,M19158,M,301.8,310.2,1437,42.3,0,0,0,0,0,0,0,0,0.12623117549907908
4300,L51479,L,301.7,310.1,1402,50.1,3,0,0,0,0,0,0,0,0.11416719976545714
4301,M19160,M,301.7,310.1,1644,34.6,5,0,0,0,0,0,0,0,0.1257708047113017
4302,L51481,L,301.7,310.2,1471,51.1,8,0,0,0,0,0,0,0,0.12682164857870615
4304,L51483,L,301.7,310.2,1435,48.1,12,0,0,0,0,0,0,0,0.13939002322094768
4305,L51484,L,301.6,310.1,1694,26.3,14,0,0,0,0,0,0,0,0.10363610116913263
4306,L51485,L,301.6,310.1,1687,26.6,16,0,0,0,0,0,0,0,0.10726868930407424
4307,L51486,L,301.6,310.0,1869,22.9,18,0,0,0,0,0,0,0,0.05909005483362828
4308,L51487,L,301.4,309.9,1259,63.9,20,1,0,1,0,0,0,0,0.01989515702800726
4309,H33722,H,301.4,309.9,1460,47.2,22,0,0,0,0,0,0,0,0.1357300397642543
4310,M19169,M,301.3,309.9,1501,39.5,27,0,0,0,0,0,0,0,0.15712564847846588
4311,L51490,L,301.4,310.0,1776,25.6,30,0,0,0,0,0,0,0,0.0946577522199768
4312,M19171,M,301.5,310.1,1468,40.8,32,0,0,0,0,0,0,0,0.16309736703070493
4313,L51492,L,301.5,310.1,1430,46.5,35,0,0,0,0,0,0,0,0.15201825092786897
4314,L51493,L,301.4,310.1,1502,46.6,37,0,0,0,0,0,0,0,0.15050365353993883
4315,H33728,H,301.4,310.1,1623,32.3,39,0,0,0,0,0,0,0,0.14528115307304712
4316,M19175,M,301.4,310.0,1651,29.8,44,0,0,0,0,0,0,0,0.1394081609250693
4317,L51496,L,301.5,310.1,1639,33.4,47,0,0,0,0,0,0,0,0.14667968221003191
4318,M19177,M,301.5,310.0,1417,44.6,49,0,0,0,0,0,0,0,0.15502685322935889
4319,L51498,L,301.5,310.1,1541,42.2,52,0,0,0,0,0,0,0,0.16366357440649687
4320,M19179,M,301.6,310.2,1411,45.1,54,0,0,0,0,0,0,0,0.16166008890028377
4321,L51500,L,301.7,310.3,1397,44.6,57,0,0,0,0,0,0,0,0.1590974566534944
4322,L51501,L,301.7,310.2,1686,28.9,59,0,0,0,0,0,0,0,0.13928130252138649
4323,M19182,M,301.7,310.1,1431,44.0,61,0,0,0,0,0,0,0,0.16382949457131013
4324,L51503,L,301.8,310.3,1341,50.5,64,1,0,1,0,0,0,0,0.1302971152525162
4325,L51504,L,301.7,310.2,1486,43.0,66,0,0,0,0,0,0,0,0.17038963798867163
4326,L51505,L,301.6,310.2,1384,57.1,68,0,0,0,0,0,0,0,0.12078853830541847
4327,L51506,L,301.6,310.1,1362,55.8,70,1,0,1,0,0,0,0,0.12262365691007804
4328,H33741,H,301.7,310.1,1660,29.3,72,0,0,0,0,0,0,0,0.1413891169472396
4329,L51508,L,301.6,310.1,1326,48.2,77,1,0,1,0,0,0,0,0.13287507547207722
4330,L51509,L,301.6,310.0,1566,30.3,79,0,0,0,0,0,0,0,0.14704693569817417
4331,L51510,L,301.5,309.8,1549,38.5,81,0,0,0,0,0,0,0,0.15733925176821745
4332,M19191,M,301.6,309.9,1746,31.1,83,0,0,0,0,0,0,0,0.12717210126966932
4333,M19192,M,301.7,309.9,1452,41.5,86,0,0,0,0,0,0,0,0.1618709927913618
4334,L51513,L,301.6,309.8,1588,33.9,89,0,0,0,0,0,0,0,0.15397759581666698
4335,L51514,L,301.6,309.8,1472,42.5,91,0,0,0,0,0,0,0,0.16299543514223497
4336,L51515,L,301.7,309.9,1607,37.7,93,0,0,0,0,0,0,0,0.15252976478197916
4337,H33750,H,301.6,309.9,1423,53.6,95,0,0,0,0,0,0,0,0.14196708929214463
4338,L51517,L,301.6,309.9,1440,43.4,100,0,0,0,0,0,0,0,0.1663707928461523
4339,L51518,L,301.6,309.9,1397,43.7,102,0,0,0,0,0,0,0,0.16008011972555342
4340,L51519,L,301.7,309.9,1524,46.6,104,0,0,0,0,0,0,0,0.15295286300140087
4341,M19200,M,301.7,309.9,1533,40.9,106,0,0,0,0,0,0,0,0.16067941560504173
4342,L51521,L,301.7,309.8,1398,46.0,109,0,0,0,0,0,0,0,0.15659776160496103
4343,M19202,M,301.7,309.8,1284,68.2,111,1,0,1,1,0,0,0,0.034415143770495815
4344,L51523,L,301.7,309.8,1491,39.3,114,0,0,0,0,0,0,0,0.16563460021869292
4345,H33758,H,301.8,309.9,1418,51.3,116,0,0,0,0,0,0,0,0.14949099878893912
4346,M19205,M,301.8,309.8,1546,39.8,121,0,0,0,0,0,0,0,0.16029451938748135
4347,L51526,L,301.8,309.7,1598,30.4,124,0,0,0,0,0,0,0,0.14277421403255663
4348,H33761,H,301.9,309.8,1724,27.5,126,0,0,0,0,0,0,0,0.12558485364234612
4349,L51528,L,301.9,309.8,1507,44.7,131,0,0,0,0,0,0,0,0.16108533685442655
4350,L51529,L,301.9,309.7,1595,31.4,133,0,0,0,0,0,0,0,0.14891497596772513
4351,M19210,M,301.9,309.7,1568,37.5,135,0,0,0,0,0,0,0,0.15762031436424817
4352,L51531,L,301.8,309.6,1432,43.7,138,0,0,0,0,0,0,0,0.16203778607446329
4353,L51532,L,301.9,309.7,1424,42.8,140,0,0,0,0,0,0,0,0.16081363109087565
4354,M19213,M,302.0,309.7,1386,62.7,142,1,0,0,1,0,0,0,0.0794988282128154
4355,L51534,L,302.0,309.8,1456,58.1,145,0,0,0,0,0,0,0,0.10820296501479532
4356,H33769,H,302.0,309.8,1280,57.3,147,1,0,1,0,0,0,0,0.07850083237631322
4357,L51536,L,302.0,309.8,1649,31.0,152,0,0,0,0,0,0,0,0.14189917091909016
4358,L51537,L,302.0,309.9,1407,52.8,154,0,0,0,0,0,0,0,0.13918940098238902
4359,H33772,H,302.0,309.9,1606,34.5,156,0,0,0,0,0,0,0,0.14981448321220048
4360,M19219,M,302.1,310.0,1531,38.0,161,0,0,0,0,0,0,0,0.15803336994159128
4361,L51540,L,302.1,310.1,1543,35.8,164,0,0,0,0,0,0,0,0.16197714732590607
4362,M19221,M,302.1,310.1,1379,48.2,166,1,0,1,0,0,0,0,0.14385173352642439
4363,L51542,L,302.1,310.1,1447,46.6,169,0,0,0,0,0,0,0,0.15034421383616925
4364,H33777,H,302.1,310.1,1844,24.6,171,0,0,0,0,0,0,0,0.07962331532377409
4365,H33778,H,302.1,310.1,1615,29.9,176,0,0,0,0,0,0,0,0.13641151225851766
4366,L51545,L,302.0,310.0,1449,48.8,181,0,0,0,0,0,0,0,0.1377844316240835
4367,L51546,L,302.0,309.9,1388,51.4,183,0,0,0,0,0,0,0,0.13255088291665956
4368,H33781,H,302.0,309.9,1447,42.8,185,0,0,0,0,0,0,0,0.15165870687793814
4369,L51548,L,302.0,310.0,1664,28.6,190,0,0,0,0,0,0,0,0.12978156429303445
4370,H33783,H,302.0,309.9,1735,27.2,192,0,0,0,0,0,0,0,0.10823506789903625
4371,L51550,L,302.0,309.9,1308,57.6,197,1,0,1,0,1,0,0,0.07935503264596044
4372,L51551,L,302.0,309.8,1480,40.0,199,0,0,0,0,0,0,0,0.14398831113697108
4373,M19232,M,301.9,309.6,1439,41.7,201,0,0,0,0,0,0,0,0.14132936755938774
4374,M19233,M,301.9,309.7,1533,35.9,204,0,0,0,0,0,0,0,0.13758278460399104
4375,L51554,L,302.0,309.7,1551,34.8,207,0,0,0,0,0,0,0,0.1267648252719244
4376,L51555,L,302.0,309.7,1414,36.3,209,0,0,0,0,0,0,0,0.11516188733094945
4377,M19236,M,301.9,309.6,1551,34.6,211,0,0,0,0,0,0,0,0.11376849172816189
4378,M19237,M,301.8,309.6,1436,49.0,214,0,0,0,0,0,0,0,0.09927183784327581
4379,M19238,M,301.9,309.6,1385,45.8,217,0,0,0,0,0,0,0,0.09336780609643502
4380,M19239,M,301.8,309.5,1732,30.1,220,0,0,0,0,0,0,0,0.06237799046319481
4381,L51560,L,301.9,309.6,1410,49.0,223,0,0,0,0,0,0,0,0.07762170356912068
4382,L51561,L,301.9,309.6,1446,43.2,225,0,0,0,0,0,0,0,0.08977416992654963
4383,L51562,L,301.8,309.5,1525,39.6,227,0,0,0,0,0,0,0,0.08534893324825765
4385,L51564,L,301.8,309.6,1443,42.7,231,0,0,0,0,0,0,0,0.08574990152294548
4386,L51565,L,301.8,309.7,1442,45.3,233,1,1,0,0,0,0,0,0.08289363350350376
4387,L51566,L,301.9,309.7,1719,31.9,0,0,0,0,0,0,0,0,0.08391057703665872
4388,L51567,L,302.0,309.8,1532,39.4,2,0,0,0,0,0,0,0,0.11834810384205757
4389,L51568,L,302.0,309.8,1701,27.2,4,0,0,0,0,0,0,0,0.08580068613870151
4390,M19249,M,302.1,310.0,1355,45.1,6,1,0,1,0,0,0,0,0.09629720702189803
4391,M19250,M,302.2,310.1,1421,45.4,9,0,0,0,0,0,0,0,0.12391792519217437
4392,M19251,M,302.2,310.1,1368,51.6,12,1,0,1,0,0,0,0,0.10252443988120358
4393,L51572,L,302.2,310.1,1458,45.1,15,0,0,0,0,0,0,0,0.13212453004810748
4394,M19253,M,302.2,310.1,1572,34.6,17,0,0,0,0,0,0,0,0.13245005994604925
4395,L51574,L,302.2,310.0,1483,48.7,20,0,0,0,0,0,0,0,0.12024048989900593
4396,L51575,L,302.3,310.1,1513,40.4,22,0,0,0,0,0,0,0,0.13729328253973289
4397,H33810,H,302.3,310.1,1383,42.9,24,0,0,0,0,0,0,0,0.12266320820999888
4398,L51577,L,302.4,310.2,1539,37.7,29,0,0,0,0,0,0,0,0.14385076245808526
4399,M19258,M,302.3,310.1,1563,37.8,31,0,0,0,0,0,0,0,0.1423785086185272
4400,L51579,L,302.3,310.1,1653,29.7,34,0,0,0,0,0,0,0,0.11523966574868422
4401,L51580,L,302.3,310.1,1353,50.9,36,1,0,1,0,0,0,0,0.106877604996303
4402,H33815,H,302.2,310.0,1468,43.6,38,0,0,0,0,0,0,0,0.14455318087116747
4403,H33816,H,302.3,310.2,1506,33.8,43,0,0,0,0,0,0,0,0.14140840408943844
4404,L51583,L,302.3,310.1,1388,49.9,48,0,0,0,0,0,0,0,0.12547562793494998
4405,M19264,M,302.4,310.2,1485,45.9,50,0,0,0,0,0,0,0,0.14715106448821896
4406,L51585,L,302.4,310.2,1331,45.5,53,1,0,1,0,0,0,0,0.1179462941705543
4407,L51586,L,302.5,310.3,1326,58.5,55,1,0,1,0,0,0,0,0.07824017827811991
4408,L51587,L,302.3,310.2,1394,55.4,57,0,0,0,0,0,0,0,0.11370492352877126
4409,L51588,L,302.4,310.1,2009,18.9,59,0,0,0,0,0,0,0,0.027853086170862906
4410,M19269,M,302.4,310.1,1358,54.6,61,1,0,1,0,0,0,0,0.10666631140664479
4411,L51590,L,302.5,310.2,1586,32.2,64,0,0,0,0,0,0,0,0.13159356407732586
4412,L51591,L,302.5,310.3,1688,31.6,66,0,0,0,0,0,0,0,0.1257085539327984
4413,L51592,L,302.6,310.5,1450,43.2,68,0,0,0,0,0,0,0,0.14786571052110564
4414,M19273,M,302.7,310.5,1398,47.3,70,0,0,0,0,0,0,0,0.13498725893200147
4415,L51594,L,302.7,310.5,1520,39.3,73,0,0,0,0,0,0,0,0.14607911203291912
4416,L51595,L,302.6,310.4,1514,42.7,75,0,0,0,0,0,0,0,0.1479601171502602
4417,M19276,M,302.6,310.4,1532,36.1,77,0,0,0,0,0,0,0,0.14945566738941274
4418,L51597,L,302.6,310.4,1365,66.8,80,1,0,1,1,0,0,0,0.05482258897893144
4419,L51598,L,302.6,310.3,1642,33.2,82,0,0,0,0,0,0,0,0.13170357767455282
4421,H33834,H,302.6,310.2,1873,21.3,87,0,0,0,0,0,0,0,0.0628838592337625
4422,L51601,L,302.6,310.2,1325,62.4,92,1,0,1,0,0,0,0,0.06101192856941995
4424,M19283,M,302.6,310.2,1563,39.0,97,0,0,0,0,0,0,0,0.14371033186151844
4425,M19284,M,302.6,310.2,1631,31.0,100,0,0,0,0,0,0,0,0.13183741215132172
4426,L51605,L,302.5,310.2,1547,36.9,103,0,0,0,0,0,0,0,0.15070840677245628
4427,L51606,L,302.6,310.3,1479,40.4,105,0,0,0,0,0,0,0,0.14754724166420236
4428,M19287,M,302.4,310.1,1379,48.9,107,1,0,1,0,0,0,0,0.13436491618386642
4429,L51608,L,302.4,310.1,1906,21.2,110,0,0,0,0,0,0,0,0.06995597438452394
4430,M19289,M,302.3,310.1,1731,33.4,112,0,0,0,0,0,0,0,0.12575525236017016
4431,H33844,H,302.3,310.1,1688,30.4,115,0,0,0,0,0,0,0,0.1365618613168867
4432,H33845,H,302.3,310.2,1443,54.6,120,0,0,0,0,0,0,0,0.12400399108085369
4433,L51612,L,302.4,310.2,1445,46.4,125,0,0,0,0,0,0,0,0.15574227251642025
4434,H33847,H,302.4,310.2,1435,44.9,127,0,0,0,0,0,0,0,0.15770812829360237
4435,L51614,L,302.4,310.1,1556,32.9,132,0,0,0,0,0,0,0,0.1524536390439829
4436,L51615,L,302.3,310.1,1321,52.7,134,1,0,1,0,0,0,0,0.11310789048064401
4437,M19296,M,302.4,310.1,1577,35.8,136,0,0,0,0,0,0,0,0.15450251251903258
4438,L51617,L,302.4,310.2,1578,31.2,139,0,0,0,0,0,0,0,0.14504207981495598
4439,L51618,L,302.4,310.1,1418,52.3,141,0,0,0,0,0,0,0,0.13945605886425916
4440,M19299,M,302.4,310.2,1392,55.8,143,0,0,0,0,0,0,0,0.11580155943186032
4441,L51620,L,302.5,310.3,1446,44.0,146,0,0,0,0,0,0,0,0.1541899377214238
4442,L51621,L,302.5,310.2,1329,50.6,148,1,0,1,0,0,0,0,0.11643583761654869
4443,L51622,L,302.5,310.2,1563,34.8,150,0,0,0,0,0,0,0,0.1465792396194217
4444,L51623,L,302.5,310.3,1405,57.4,152,0,0,0,0,0,0,0,0.10273334650526733
4446,L51625,L,302.5,310.2,1716,29.9,156,0,0,0,0,0,0,0,0.1259827688726533
4447,L51626,L,302.5,310.3,1584,35.5,158,0,0,0,0,0,0,0,0.14822144924081881
4448,M19307,M,302.5,310.3,1488,41.8,160,0,0,0,0,0,0,0,0.1549747975287133
4449,L51628,L,302.4,310.3,1374,51.2,163,1,0,1,0,0,0,0,0.1372388269063235
4450,M19309,M,302.4,310.3,1378,54.3,165,1,0,1,0,0,0,0,0.12474274836043475
4451,L51630,L,302.5,310.3,1551,37.3,168,0,0,0,0,0,0,0,0.15011779482870502
4452,L51631,L,302.5,310.3,1549,40.9,170,0,0,0,0,0,0,0,0.14769773290122973
4453,M19312,M,302.5,310.3,1447,39.2,172,0,0,0,0,0,0,0,0.1438215216924763
4454,L51633,L,302.4,310.2,1400,53.7,175,0,0,0,0,0,0,0,0.11997925149166011
4455,L51634,L,302.4,310.1,1401,48.8,177,0,0,0,0,0,0,0,0.13078635376416803
4456,H33869,H,302.4,310.1,1597,28.9,179,0,0,0,0,0,0,0,0.1302884752744815
4457,L51636,L,302.3,310.1,1487,46.0,184,0,0,0,0,0,0,0,0.14289790697697946
4458,M19317,M,302.5,310.3,1710,27.3,186,0,0,0,0,0,0,0,0.11369650859597674
4459,L51638,L,302.6,310.4,1478,47.7,189,0,0,0,0,0,0,0,0.13141846742389635
4460,L51639,L,302.6,310.4,1743,26.3,191,0,0,0,0,0,0,0,0.09475100230026506
4461,L51640,L,302.6,310.5,1596,32.8,193,0,0,0,0,0,0,0,0.12847603140417252
4462,L51641,L,302.7,310.5,1642,30.8,195,0,0,0,0,0,0,0,0.11560075077950904
4463,L51642,L,302.7,310.5,1263,67.8,197,1,0,1,0,1,0,0,0.00838837667659964
4464,L51643,L,302.8,310.6,2016,19.9,199,0,0,0,0,0,0,0,0.006735030326789682
4465,L51644,L,302.8,310.6,1671,30.5,201,0,0,0,0,0,0,0,0.10711971580837248
4466,L51645,L,302.8,310.6,1404,43.2,203,0,0,0,0,0,0,0,0.11543301272908169
4467,L51646,L,302.8,310.6,1470,41.1,205,0,0,0,0,0,0,0,0.1225295468478293
4468,L51647,L,302.8,310.6,1617,37.9,207,0,0,0,0,0,0,0,0.11747932732849797
4469,L51648,L,302.7,310.5,1725,29.0,209,0,0,0,0,0,0,0,0.08660215587571707
4470,L51649,L,302.7,310.5,1446,40.9,211,1,1,0,0,0,0,0,0.109879966343564
4471,L51650,L,302.7,310.6,1564,34.3,0,0,0,0,0,0,0,0,0.10272670833362074
4472,L51651,L,302.8,310.6,1670,29.1,2,0,0,0,0,0,0,0,0.08265051886174946
4473,L51652,L,302.7,310.6,1501,48.7,4,0,0,0,0,0,0,0,0.10350786949677904
4474,L51653,L,302.7,310.5,1551,35.9,6,0,0,0,0,0,0,0,0.11568098404076554
4475,L51654,L,302.7,310.5,1563,35.0,8,0,0,0,0,0,0,0,0.11576878284378583
4476,L51655,L,302.7,310.5,1351,41.8,10,1,0,1,0,0,0,0,0.09074602809879773
4477,L51656,L,302.6,310.4,1415,52.1,12,0,0,0,0,0,0,0,0.09747317610130646
4478,L51657,L,302.6,310.3,1647,34.2,14,0,0,0,0,0,0,0,0.11383070457481248
4479,L51658,L,302.5,310.2,1477,41.6,16,0,0,0,0,0,0,0,0.12980264728228685
4480,L51659,L,302.6,310.2,1923,21.5,18,0,0,0,0,0,0,0,0.027942767527303403
4481,H33894,H,302.7,310.4,1305,55.2,20,1,0,1,0,0,0,0,0.06417060287308796
4482,M19341,M,302.6,310.4,1544,35.1,25,0,0,0,0,0,0,0,0.12985730834415543
4483,H33896,H,302.7,310.5,1568,36.9,28,0,0,0,0,0,0,0,0.12462929934677602
4484,L51663,L,302.7,310.4,1489,42.7,33,0,0,0,0,0,0,0,0.13168492696998496
4485,M19344,M,302.6,310.4,1451,43.1,35,0,0,0,0,0,0,0,0.13328504811744651
4486,L51665,L,302.7,310.4,1542,35.7,38,0,0,0,0,0,0,0,0.1294360567414961
4487,M19346,M,302.6,310.5,1965,20.2,40,0,0,0,0,0,0,0,0.024551678277961564
4488,L51667,L,302.5,310.5,1436,36.5,43,0,0,0,0,0,0,0,0.1370976230000544
4489,M19348,M,302.5,310.4,1509,37.6,45,0,0,0,0,0,0,0,0.14924281697437392
4490,L51669,L,302.5,310.4,1487,40.2,48,0,0,0,0,0,0,0,0.1441165767523258
4491,L51670,L,302.5,310.4,1967,20.3,50,0,0,0,0,0,0,0,0.03804612651258432
4492,H33905,H,302.6,310.4,1409,53.3,52,0,0,0,0,0,0,0,0.1089096373411299
4493,M19352,M,302.6,310.5,1420,56.4,57,0,0,0,0,0,0,0,0.1014421832309258
4494,L51673,L,302.7,310.5,1511,37.7,60,0,0,0,0,0,0,0,0.14465477635226237
4495,H33908,H,302.6,310.4,1649,30.1,62,0,0,0,0,0,0,0,0.12420972917087386
4496,L51675,L,302.6,310.4,1359,57.2,67,1,0,1,0,0,0,0,0.09549571241923493
4497,M19356,M,302.5,310.4,1605,36.0,69,0,0,0,0,0,0,0,0.14534333408400246
4498,L51677,L,302.5,310.3,1523,36.0,72,0,0,0,0,0,0,0,0.1506831940045315
4499,H33912,H,302.6,310.4,1614,36.0,74,0,0,0,0,0,0,0,0.1409112820402051
4500,H33913,H,302.6,310.3,1721,27.4,79,0,0,0,0,0,0,0,0.10979517219927426
4501,L51680,L,302.6,310.4,1638,36.2,84,0,0,0,0,0,0,0,0.1372349203496674
4502,L51681,L,302.5,310.2,1307,54.0,86,1,0,1,0,0,0,0,0.09777161323817773
4503,L51682,L,302.4,310.2,1642,28.3,88,0,0,0,0,0,0,0,0.13352260846566089
4504,M19363,M,302.5,310.2,1751,30.5,90,0,0,0,0,0,0,0,0.11661839420259806
4505,L51684,L,302.4,310.1,1645,31.6,93,0,0,0,0,0,0,0,0.1379585151928301
4506,L51685,L,302.4,310.1,1426,46.8,95,0,0,0,0,0,0,0,0.15034999320088027
4507,M19366,M,302.4,310.1,1520,36.6,97,0,0,0,0,0,0,0,0.15399745361639794
4508,L51687,L,302.4,310.1,1709,31.8,100,0,0,0,0,0,0,0,0.1298216189490215
4509,L51688,L,302.4,310.0,1426,46.6,102,0,0,0,0,0,0,0,0.14618248629536962
4510,L51689,L,302.4,310.1,1429,43.7,104,0,0,0,0,0,0,0,0.153266936087614
4511,L51690,L,302.4,310.2,1346,62.4,106,1,0,1,0,0,0,0,0.07110306516971376
4512,L51691,L,302.5,310.2,1454,43.0,108,0,0,0,0,0,0,0,0.1492721992537585
4513,M19372,M,302.5,310.3,1411,49.5,110,0,0,0,0,0,0,0,0.1390012235473297
4514,L51693,L,302.4,310.3,1900,24.4,113,0,0,0,0,0,0,0,0.07877386167994216
4515,L51694,L,302.4,310.3,1479,36.2,115,0,0,0,0,0,0,0,0.1601293019515737
4516,L51695,L,302.5,310.4,1415,48.2,117,0,0,0,0,0,0,0,0.14438686172221438
4517,L51696,L,302.5,310.3,1539,39.0,119,0,0,0,0,0,0,0,0.15889930085632542
4518,L51697,L,302.4,310.3,1520,31.6,121,0,0,0,0,0,0,0,0.1467421942872924
4519,L51698,L,302.4,310.3,1480,45.8,123,0,0,0,0,0,0,0,0.15734801094385836
4520,L51699,L,302.4,310.4,1666,29.7,125,0,0,0,0,0,0,0,0.1414873212163062
4521,L51700,L,302.4,310.4,1456,47.6,127,0,0,0,0,0,0,0,0.15422926218546562
4522,L51701,L,302.4,310.4,1865,23.9,129,0,0,0,0,0,0,0,0.08275060160394032
4523,M19382,M,302.5,310.5,1918,21.6,131,0,0,0,0,0,0,0,0.06749342957672944
4524,L51703,L,302.5,310.4,1488,48.4,134,0,0,0,0,0,0,0,0.14341487602044029
4525,M19384,M,302.5,310.5,1527,38.8,136,0,0,0,0,0,0,0,0.16049002485443425
4526,M19385,M,302.4,310.4,1463,42.2,139,0,0,0,0,0,0,0,0.16841443276388235
4527,L51706,L,302.4,310.4,1521,38.5,142,0,0,0,0,0,0,0,0.1668024969277459
4528,M19387,M,302.4,310.5,1372,45.7,144,1,0,1,0,0,0,0,0.1476423959157523
4529,L51708,L,302.5,310.5,1507,39.5,147,0,0,0,0,0,0,0,0.15900403033734634
4530,M19389,M,302.4,310.4,1586,34.3,149,0,0,0,0,0,0,0,0.1566716854874467
4531,L51710,L,302.5,310.4,1487,42.0,152,0,0,0,0,0,0,0,0.15753069627901173
4532,L51711,L,302.5,310.5,1520,41.2,154,0,0,0,0,0,0,0,0.1569205205441342
4533,H33946,H,302.5,310.4,1422,41.9,156,0,0,0,0,0,0,0,0.1510314348184379
4534,M19393,M,302.4,310.3,1375,52.5,161,1,0,1,0,0,0,0,0.13439245552116746
4535,L51714,L,302.4,310.2,1633,28.0,164,0,0,0,0,0,0,0,0.1366707013878209
4536,L51715,L,302.4,310.2,1503,36.2,166,0,0,0,0,0,0,0,0.15425604950520172
4537,L51716,L,302.4,310.2,1351,45.1,168,1,0,1,0,0,0,0,0.12576558924839465
4538,L51717,L,302.3,310.2,1548,35.3,170,0,0,0,0,0,0,0,0.15307098082907267
4539,L51718,L,302.4,310.3,1923,23.3,172,0,0,0,0,0,0,0,0.0657039302832777
4540,L51719,L,302.5,310.3,1592,32.6,174,0,0,0,0,0,0,0,0.13764868034222116
4541,M19400,M,302.5,310.4,1580,35.6,176,0,0,0,0,0,0,0,0.14364737253548948
4542,L51721,L,302.5,310.4,1427,46.8,179,0,0,0,0,0,0,0,0.13902533130693695
4543,M19402,M,302.5,310.4,1581,32.7,181,0,0,0,0,0,0,0,0.14002513283945417
4544,M19403,M,302.6,310.5,1542,39.9,184,0,0,0,0,0,0,0,0.14302228376335352
4545,L51724,L,302.5,310.4,1349,55.1,187,1,0,1,0,0,0,0,0.0984024147960767
4546,L51725,L,302.5,310.5,1463,43.0,189,0,0,0,0,0,0,0,0.14402690239356336
4547,M19406,M,302.5,310.4,1429,43.2,191,0,0,0,0,0,0,0,0.13816623075313922
4548,M19407,M,302.5,310.4,1451,53.6,194,0,0,0,0,0,0,0,0.10954654949188625
4549,L51728,L,302.6,310.5,1511,37.2,197,0,0,0,0,0,0,0,0.13774611792737995
4550,L51729,L,302.6,310.6,1549,37.5,199,0,0,0,0,0,0,0,0.13445616741854716
4551,M19410,M,302.5,310.5,1507,40.2,201,0,0,0,0,0,0,0,0.13778045796349103
4552,M19411,M,302.6,310.5,1524,33.7,204,0,0,0,0,0,0,0,0.12430819528577464
4553,M19412,M,302.7,310.5,1880,22.7,207,0,0,0,0,0,0,0,0.04169915743112795
4554,L51733,L,302.6,310.5,1461,45.4,0,0,0,0,0,0,0,0,0.10363974237286078
4555,L51734,L,302.6,310.5,1748,28.2,2,0,0,0,0,0,0,0,0.0757381113756781
4556,L51735,L,302.7,310.6,1690,26.7,4,0,0,0,0,0,0,0,0.0819477262988384
4557,M19416,M,302.7,310.6,1349,51.2,6,1,0,1,0,0,0,0,0.08373854964391769
4558,L51737,L,302.7,310.6,1686,26.3,9,0,0,0,0,0,0,0,0.08510055634609826
4559,L51738,L,302.7,310.7,1369,47.5,11,1,0,1,0,0,0,0,0.10306396752847835
4560,L51739,L,302.7,310.7,1433,43.7,13,0,0,0,0,0,0,0,0.11790124690839515
4561,L51740,L,302.7,310.7,1597,41.9,15,0,0,0,0,0,0,0,0.11189822974841546
4562,L51741,L,302.9,310.8,1610,32.2,17,0,0,0,0,0,0,0,0.103497049205024
4563,L51742,L,302.7,310.7,1398,57.7,19,0,0,0,0,0,0,0,0.07929442541005549
